"番号","投与区分","厚労省コード","医薬品名","一般名","規格単位","会社名","薬価","旧薬価","先発・後発","規制区分","経過措置日","HOT番号","レセ電算コード(1)","置き換え率","一般名処方マスタ","YJコード","薬効87分類","拡張薬効分類","成分名","販売中止予定日"
"1004","内","5200127D1026","ツムラ茯苓飲合半夏厚朴湯エキス顆粒(医療用)","茯苓飲合半夏厚朴湯エキス顆粒","1g","ツムラ","31.20","31.20","","","","110458501","615101499","","なし","5200127D1026","漢方製剤－漢方製剤－漢方製剤","漢方製剤","茯苓飲合半夏厚朴湯エキス","-"
"1005","内","5200128D1047","ツムラ平胃散エキス顆粒(医療用)","平胃散エキス顆粒","1g","ツムラ","12.20","12.20","","","","110462201","615101500","","なし","5200128D1047","漢方製剤－漢方製剤－漢方製剤","漢方製剤","平胃散エキス","-"
"1006","内","5200129D1076","ツムラ防已黄耆湯エキス顆粒(医療用)","防已黄耆湯エキス顆粒","1g","ツムラ","9.60","9.60","","","","110474501","615101501","","なし","5200129D1076","漢方製剤－漢方製剤－漢方製剤","漢方製剤","防已黄耆湯エキス","-"
"1007","内","5200130D1060","ツムラ防風通聖散エキス顆粒(医療用)","防風通聖散エキス顆粒","1g","ツムラ","13.80","13.80","","","","110487501","615101502","","なし","5200130D1060","漢方製剤－漢方製剤－漢方製剤","漢方製剤","防風通聖散エキス","-"
"1008","内","5200131D1065","ツムラ補中益気湯エキス顆粒(医療用)","補中益気湯エキス顆粒","1g","ツムラ","22.40","22.50","","","","110502501","615101503","","なし","5200131D1065","漢方製剤－漢方製剤－漢方製剤","漢方製剤","補中益気湯エキス","-"
"1009","内","5200132D1035","ツムラ麻黄湯エキス顆粒(医療用)","麻黄湯エキス顆粒","1g","ツムラ","11.40","11.40","","","","110513101","615101504","","なし","5200132D1035","漢方製剤－漢方製剤－漢方製剤","漢方製剤","麻黄湯エキス","-"
"1010","内","5200133D1021","ツムラ麻黄附子細辛湯エキス顆粒(医療用)","麻黄附子細辛湯エキス顆粒","1g","ツムラ","18.40","18.40","","","","110517901","615101755","","なし","5200133D1021","漢方製剤－漢方製剤－漢方製剤","漢方製剤","麻黄附子細辛湯エキス","-"
"1011","内","5200133M1021","コタロー麻黄附子細辛湯エキスカプセル","麻黄附子細辛湯エキスカプセル","1カプセル","小太郎=扶桑","25.00","25.00","","劇","","110518601","615101702","","なし","5200133M1021","漢方製剤－漢方製剤－漢方製剤","漢方製剤","麻黄附子細辛湯エキス","-"
"1012","内","5200134D1042","ツムラ麻杏甘石湯エキス顆粒(医療用)","麻杏甘石湯エキス顆粒","1g","ツムラ","10.80","10.80","","","","110523001","615101505","","なし","5200134D1042","漢方製剤－漢方製剤－漢方製剤","漢方製剤","麻杏甘石湯エキス","-"
"1013","内","5200135D1047","ツムラ麻杏よく甘湯エキス顆粒(医療用)","麻杏よく甘湯エキス顆粒","1g","ツムラ","8.70","8.70","","","","110535301","615101506","","なし","5200135D1047","漢方製剤－漢方製剤－漢方製剤","漢方製剤","麻杏よく甘湯エキス","-"
"1014","内","5200136D1033","ツムラ麻子仁丸エキス顆粒(医療用)","麻子仁丸エキス顆粒","1g","ツムラ","9.90","9.90","","","","110540701","615101507","","なし","5200136D1033","漢方製剤－漢方製剤－漢方製剤","漢方製剤","麻子仁丸エキス","-"
"1015","内","5200137D1020","ツムラ木防已湯エキス顆粒(医療用)","木防已湯エキス顆粒","1g","ツムラ","13.20","13.20","","","","110543801","615101508","","なし","5200137D1020","漢方製剤－漢方製剤－漢方製剤","漢方製剤","木防已湯エキス","-"
"1016","内","5200139D1037","ツムラ抑肝散エキス顆粒(医療用)","抑肝散エキス顆粒","1g","ツムラ","16.10","16.10","","","","110555101","615101510","","なし","5200139D1037","漢方製剤－漢方製剤－漢方製剤","漢方製剤","抑肝散エキス","-"
"1017","内","5200140C1042","クラシエ抑肝散加陳皮半夏エキス細粒","抑肝散加陳皮半夏エキス細粒","1g","大峰堂=クラシエ薬品","16.70","16.70","","","","110556801","620005424","","なし","5200140C1042","漢方製剤－漢方製剤－漢方製剤","漢方製剤","抑肝散加陳皮半夏エキス","-"
"1018","内","5200140D1021","ツムラ抑肝散加陳皮半夏エキス顆粒(医療用)","抑肝散加陳皮半夏エキス顆粒","1g","ツムラ","14.40","14.40","","","","110558201","615101511","","なし","5200140D1021","漢方製剤－漢方製剤－漢方製剤","漢方製剤","抑肝散加陳皮半夏エキス","-"
"1019","内","5200141D1034","ツムラ六君子湯エキス顆粒(医療用)","六君子湯エキス顆粒","1g","ツムラ","17.90","18.00","","","","110565001","615101512","","なし","5200141D1034","漢方製剤－漢方製剤－漢方製剤","漢方製剤","六君子湯エキス","-"
"1020","内","5200142C1025","コタロー竜胆瀉肝湯エキス細粒","竜胆瀉肝湯エキス細粒","1g","小太郎","11.00","11.00","","","","110571101","615101260","","なし","5200142C1025","漢方製剤－漢方製剤－漢方製剤","漢方製剤","竜胆瀉肝湯エキス","-"
"1021","内","5200142D1047","ツムラ竜胆瀉肝湯エキス顆粒(医療用)","竜胆瀉肝湯エキス顆粒","1g","ツムラ","16.40","16.40","","","","110578001","615101514","","なし","5200142D1047","漢方製剤－漢方製剤－漢方製剤","漢方製剤","竜胆瀉肝湯エキス","-"
"1022","内","5200143C1020","コタロー苓甘姜味辛夏仁湯エキス細粒","苓甘姜味辛夏仁湯エキス細粒","1g","小太郎","20.30","20.30","","","","110579701","615101261","","なし","5200143C1020","漢方製剤－漢方製剤－漢方製剤","漢方製剤","苓甘姜味辛夏仁湯エキス","-"
"1023","内","5200143D1025","ツムラ苓甘姜味辛夏仁湯エキス顆粒(医療用)","苓甘姜味辛夏仁湯エキス顆粒","1g","ツムラ","30.20","30.20","","","","110580301","615101756","","なし","5200143D1025","漢方製剤－漢方製剤－漢方製剤","漢方製剤","苓甘姜味辛夏仁湯エキス","-"
"1024","内","5200144D1020","ツムラ苓姜朮甘湯エキス顆粒(医療用)","苓姜朮甘湯エキス顆粒","1g","ツムラ","12.50","12.50","","","","110583401","615101515","","なし","5200144D1020","漢方製剤－漢方製剤－漢方製剤","漢方製剤","苓姜朮甘湯エキス","-"
"1025","内","5200145D1059","ツムラ苓桂朮甘湯エキス顆粒(医療用)","苓桂朮甘湯エキス顆粒","1g","ツムラ","6.90","6.70","","","","110593301","615101516","","なし","5200145D1059","漢方製剤－漢方製剤－漢方製剤","漢方製剤","苓桂朮甘湯エキス","-"
"1026","内","5200146D1029","ツムラ六味丸エキス顆粒(医療用)","六味丸エキス顆粒","1g","ツムラ","13.80","13.80","","","","110598801","615101517","","なし","5200146D1029","漢方製剤－漢方製剤－漢方製剤","漢方製剤","六味丸エキス","-"
"1027","内","5200149D1022","ツムラ立効散エキス顆粒(医療用)","立効散エキス顆粒","1g","ツムラ","10.30","10.30","","","","110602201","615101513","","なし","5200149D1022","漢方製剤－漢方製剤－漢方製剤","漢方製剤","立効散エキス","-"
"1028","内","5900001F1022","アコニンサン錠","ブシ末錠","166.67mg1錠","三和生薬=化研生薬","8.60","8.60","","","","110604602","615100047","","なし","5900001F1022","その他の生薬および漢方処方に基づく医薬品－その他の生薬および漢方処方に基づく医薬品－生薬製剤","生薬","ブシ末","-"
"1029","内","5900001X1036","加工ブシ末「三和生薬」","ブシ末","1g","三和生薬","17.10","17.10","","劇","","110606001","620008595","","なし","5900001X1036","その他の生薬および漢方処方に基づく医薬品－その他の生薬および漢方処方に基づく医薬品－生薬製剤","生薬","ブシ末","-"
"1030","内","5900003F1021","ヨクイニンエキス錠「コタロー」","ヨクイニンエキス錠","1錠","小太郎","6.50","6.50","","","","110609101","615100581","","なし","5900003F1021","その他の生薬および漢方処方に基づく医薬品－その他の生薬および漢方処方に基づく医薬品－生薬製剤","漢方製剤","ヨクイニンエキス","-"
"1031","内","5900004A1053","ブシ末(調剤用)「ツムラ」","ブシ末","1g","ツムラ","12.20","12.20","","劇","","110611401","620005529","","なし","5900004A1053","その他の生薬および漢方処方に基づく医薬品－その他の生薬および漢方処方に基づく医薬品－生薬製剤","生薬","ブシ","-"
"1032","内","6113001B1151","バンコマイシン塩酸塩散0.5g「VTRS」","バンコマイシン塩酸塩散","500mg1瓶","ヴィアトリスHC=ヴィアトリス","813.00","813.00","","処","","117388804","621738804","","なし","6113001B1151","抗生物質製剤－主としてグラム陽性菌に作用するもの－バンコマイシン製剤","抗菌薬-内用(グリコペプチド系)","バンコマイシン塩酸塩","-"
"1033","内","6131001C1210","サワシリン細粒10%","アモキシシリン水和物細粒","100mg1g","LTL","7.20","7.20","先発品","処","","110725803","620006920","☆","なし","6131001C1210","抗生物質製剤－主としてグラム陽性・陰性菌に作用するもの－ペニシリン系抗生物質製剤","抗菌薬-内用(ペニシリン系)","アモキシシリン水和物","-"
"1034","内","6131001M2300","サワシリンカプセル250","アモキシシリン水和物カプセル","250mg1カプセル","LTL","15.30","15.30","先発品","処","","110741803","620006919","","なし","6131001M2300","抗生物質製剤－主としてグラム陽性・陰性菌に作用するもの－ペニシリン系抗生物質製剤","抗菌薬-内用(ペニシリン系)","アモキシシリン水和物","-"
"1035","内","6131002M1147","ビクシリンカプセル250mg","アンピシリン水和物カプセル","250mg1カプセル","MeijiSeika","22.00","22.00","","処","","110747001","621074701","","なし","6131002M1147","抗生物質製剤－主としてグラム陽性・陰性菌に作用するもの－ペニシリン系抗生物質製剤","抗菌薬-内用(ペニシリン系)","アンピシリン水和物","-"
"1036","内","6132002E2030","L-ケフレックス顆粒","セファレキシン複合顆粒","500mg1g","共和薬品","127.20","121.40","先発品","処","","110825502","616130003","","なし","6132002E2030","抗生物質製剤－主としてグラム陽性・陰性菌に作用するもの－セフェム系抗生物質製剤","抗菌薬-内用(第1世代セフェム系)","セファレキシン","-"
"1037","内","6132002F1102","セファレキシン錠250mg「日医工」","セファレキシン錠","250mg1錠","日医工","31.50","31.50","","処","","110835403","621083502","","なし","6132002F1102","抗生物質製剤－主としてグラム陽性・陰性菌に作用するもの－セフェム系抗生物質製剤","抗菌薬-内用(第1世代セフェム系)","セファレキシン","-"
"1038","内","6132002R1141","ケフレックスシロップ用細粒100","セファレキシンシロップ用","100mg1g","共和薬品","36.30","36.30","先発品","処","","110848402","610453048","","なし","6132002R1141","抗生物質製剤－主としてグラム陽性・陰性菌に作用するもの－セフェム系抗生物質製剤","抗菌薬-内用(第1世代セフェム系)","セファレキシン","-"
"1039","内","6132005M1059","ケフラールカプセル250mg","セファクロルカプセル","250mg1カプセル","共和薬品","54.70","54.70","先発品","処","","110890302","616130110","","なし","6132005M1059","抗生物質製剤－主としてグラム陽性・陰性菌に作用するもの－セフェム系抗生物質製剤","抗菌薬-内用(第1世代セフェム系)","セファクロル","-"
"1040","内","6132011F1080","バナン錠100mg","セフポドキシム プロキセチル錠","100mg1錠","第一三共","36.40","42.60","先発○","処","","110924501","620008681","2","あり","6132011F1080","抗生物質製剤－主としてグラム陽性・陰性菌に作用するもの－セフェム系抗生物質製剤","抗菌薬-内用(第3世代セフェム系)","セフポドキシム プロキセチル","-"
"1041","内","6132011R1078","バナンドライシロップ5%","セフポドキシム プロキセチルシロップ用","50mg1g","第一三共","24.20","31.30","先発○","処","","110925201","620008682","2","あり","6132011R1078","抗生物質製剤－主としてグラム陽性・陰性菌に作用するもの－セフェム系抗生物質製剤","抗菌薬-内用(第3世代セフェム系)","セフポドキシム プロキセチル","-"
"1042","内","6132013M2025","セフゾンカプセル100mg","セフジニルカプセル","100mg1カプセル","LTL","59.70","59.70","先発品","処","","110930603","616130532","","なし","6132013M2025","抗生物質製剤－主としてグラム陽性・陰性菌に作用するもの－セフェム系抗生物質製剤","抗菌薬-内用(第2世代セフェム系)","セフジニル","-"
"1043","内","6132015F1037","メイアクトMS錠100mg","セフジトレン ピボキシル錠","100mg1錠","MeijiSeika","73.60","56.60","先発品","処","","117319201","620004080","","なし","6132015F1037","抗生物質製剤－主としてグラム陽性・陰性菌に作用するもの－セフェム系抗生物質製剤","抗菌薬-内用(第2世代セフェム系)","セフジトレン ピボキシル","-"
"1044","内","6132016F2135","セフカペン ピボキシル塩酸塩錠100mg「SW」","セフカペン ピボキシル塩酸塩水和物錠","100mg1錠","沢井","41.10","41.10","","処","","128832201","622883202","","なし","6132016F2135","抗生物質製剤－主としてグラム陽性・陰性菌に作用するもの－セフェム系抗生物質製剤","抗菌薬-内用(その他のセフェム系)","セフカペン ピボキシル塩酸塩水和物","-"
"1045","内","6135001F2025","ホスミシン錠500","ホスホマイシンカルシウム水和物錠","500mg1錠","MeijiSeika","88.00","67.70","先発品","処","","111127901","616130513","","なし","6135001F2025","抗生物質製剤－主としてグラム陽性・陰性菌に作用するもの－ホスホマイシン製剤","抗菌薬-内用(その他)","ホスホマイシンカルシウム水和物","-"
"1046","内","6139001F2024","ファロム錠200mg","ファロペネムナトリウム水和物錠","200mg1錠","マルホ","173.00","153.00","先発品","処","","111159002","610411056","","なし","6139001F2024","抗生物質製剤－主としてグラム陽性・陰性菌に作用するもの－その他","抗菌薬-内用(ペネム系)","ファロペネムナトリウム水和物","-"
